STATION,DATE,TMAX,TMIN,TOBS
GHCND:USC00050756,20110512,44,-6,0
GHCND:USC00050756,20110513,67,0,11
GHCND:USC00050756,20110514,161,11,28
GHCND:USC00050756,20110515,83,0,6
GHCND:USC00050756,20110516,61,-11,44
GHCND:USC00050756,20110517,172,-11,44
GHCND:USC00050756,20110518,189,28,33
GHCND:USC00050756,20110519,128,22,28
GHCND:USC00050756,20110520,150,-6,0
GHCND:USC00050756,20110521,139,0,56
GHCND:USC00050756,20110522,211,50,106
GHCND:USC00050756,20110523,233,72,94
GHCND:USC00050756,20110524,206,56,67
GHCND:USC00050756,20110525,94,39,50
GHCND:USC00050756,20110526,161,50,50
GHCND:USC00050756,20110527,206,44,56
GHCND:USC00050756,20110528,200,56,78
GHCND:USC00050756,20110529,194,78,100
GHCND:USC00050756,20110530,294,100,150
GHCND:USC00050756,20110531,239,33,94
GHCND:USC00050756,20110601,233,67,83
GHCND:USC00050756,20110602,278,83,106
GHCND:USC00050756,20110603,311,100,100
GHCND:USC00050756,20110604,267,83,94
GHCND:USC00050756,20110605,278,94,161
GHCND:USC00050756,20110606,311,122,122
GHCND:USC00050756,20110607,328,122,172
GHCND:USC00050756,20110608,322,94,111
GHCND:USC00050756,20110609,261,111,117
GHCND:USC00050756,20110610,256,72,78
GHCND:USC00050756,20110611,217,78,111
GHCND:USC00050756,20110612,256,44,67
GHCND:USC00050756,20110613,311,67,128
GHCND:USC00050756,20110614,294,122,122
GHCND:USC00050756,20110615,289,100,111
GHCND:USC00050756,20110616,328,111,144
GHCND:USC00050756,20110617,311,83,94
GHCND:USC00050756,20110618,222,78,94
GHCND:USC00050756,20110619,272,89,111
GHCND:USC00050756,20110620,272,61,61
GHCND:USC00050756,20110621,161,61,67
GHCND:USC00050756,20110622,222,67,117
GHCND:USC00050756,20110623,283,100,144
GHCND:USC00050756,20110624,317,117,144
GHCND:USC00050756,20110625,317,128,133
GHCND:USC00050756,20110626,294,122,133
GHCND:USC00050756,20110627,356,100,106
GHCND:USC00050756,20110628,250,100,100
GHCND:USC00050756,20110629,317,100,211
GHCND:USC00050756,20110630,350,161,200
GHCND:USC00050756,20110701,311,122,144
GHCND:USC00050756,20110702,317,122,139
GHCND:USC00050756,20110703,300,111,128
GHCND:USC00050756,20110704,328,128,178
GHCND:USC00050756,20110705,339,139,150
GHCND:USC00050756,20110706,350,133,150
GHCND:USC00050756,20110707,272,122,156
GHCND:USC00050756,20110708,272,122,139
GHCND:USC00050756,20110709,311,128,156
GHCND:USC00050756,20110710,294,128,139
GHCND:USC00050756,20110711,289,133,156
GHCND:USC00050756,20110712,294,139,139
GHCND:USC00050756,20110713,278,139,144
GHCND:USC00050756,20110714,294,133,139
GHCND:USC00050756,20110715,289,139,156
GHCND:USC00050756,20110716,306,144,161
GHCND:USC00050756,20110717,322,156,172
GHCND:USC00050756,20110718,322,156,161
GHCND:USC00050756,20110719,328,156,156
GHCND:USC00050756,20110720,344,156,167
GHCND:USC00050756,20110721,306,139,150
GHCND:USC00050756,20110722,311,139,156
GHCND:USC00050756,20110723,339,156,167
GHCND:USC00050756,20110724,322,150,156
GHCND:USC00050756,20110725,311,150,156
GHCND:USC00050756,20110726,317,150,178
GHCND:USC00050756,20110727,333,150,183
GHCND:USC00050756,20110728,283,139,139
GHCND:USC00050756,20110729,289,117,117
GHCND:USC00050756,20110730,283,117,183
GHCND:USC00050756,20110731,306,150,189
GHCND:USC00050756,20110801,322,183,183
GHCND:USC00050756,20110802,339,161,189
GHCND:USC00050756,20110803,250,128,128
GHCND:USC00050756,20110804,272,122,161
GHCND:USC00050756,20110805,256,117,128
GHCND:USC00050756,20110806,289,128,156
GHCND:USC00050756,20110807,328,150,172
GHCND:USC00050756,20110808,339,150,150
GHCND:USC00050756,20110809,311,128,139
GHCND:USC00050756,20110810,300,117,117
GHCND:USC00050756,20110811,222,117,144
GHCND:USC00050756,20110812,311,122,156
GHCND:USC00050756,20110813,294,117,139
GHCND:USC00050756,20110814,289,128,139
GHCND:USC00050756,20110815,317,133,133
GHCND:USC00050756,20110816,333,133,156
GHCND:USC00050756,20110817,311,106,128
GHCND:USC00050756,20110818,289,128,183
GHCND:USC00050756,20110819,350,178,206
GHCND:USC00050756,20110820,317,139,139
GHCND:USC00050756,20110821,300,122,144
GHCND:USC00050756,20110822,294,139,178
GHCND:USC00050756,20110823,317,139,183
GHCND:USC00050756,20110824,328,172,178
GHCND:USC00050756,20110825,322,150,150
GHCND:USC00050756,20110826,317,150,178
GHCND:USC00050756,20110827,311,133,161
GHCND:USC00050756,20110828,306,161,194
GHCND:USC00050756,20110829,322,128,128
GHCND:USC00050756,20110830,250,122,156
GHCND:USC00050756,20110831,306,133,144
GHCND:USC00050756,20110901,322,139,200
GHCND:USC00050756,20110902,333,172,172
GHCND:USC00050756,20110903,300,89,89
GHCND:USC00050756,20110904,189,44,56
GHCND:USC00050756,20110905,194,56,67
GHCND:USC00050756,20110906,278,61,167
GHCND:USC00050756,20110907,250,94,94
GHCND:USC00050756,20110908,144,67,67
GHCND:USC00050756,20110909,206,61,67
GHCND:USC00050756,20110910,222,61,72
GHCND:USC00050756,20110911,233,72,94
GHCND:USC00050756,20110912,283,83,161
GHCND:USC00050756,20110913,267,117,122
GHCND:USC00050756,20110914,228,83,89
GHCND:USC00050756,20110915,161,61,61
GHCND:USC00050756,20110916,128,50,83
GHCND:USC00050756,20110917,206,61,117
GHCND:USC00050756,20110918,222,61,61
GHCND:USC00050756,20110919,217,56,78
GHCND:USC00050756,20110920,222,56,56
GHCND:USC00050756,20110921,194,33,39
GHCND:USC00050756,20110922,167,22,28
GHCND:USC00050756,20110923,228,28,106
GHCND:USC00050756,20110924,244,100,139
GHCND:USC00050756,20110925,256,128,133
GHCND:USC00050756,20110926,261,128,139
GHCND:USC00050756,20110927,267,122,139
GHCND:USC00050756,20110928,261,117,128
GHCND:USC00050756,20110929,272,89,89
GHCND:USC00050756,20110930,194,33,33
GHCND:USC00050756,20111001,233,33,117
GHCND:USC00050756,20111002,272,106,139
GHCND:USC00050756,20111003,272,111,122
GHCND:USC00050756,20111004,261,106,133
GHCND:USC00050756,20111005,233,61,61
GHCND:USC00050756,20111006,233,56,94
GHCND:USC00050756,20111007,194,28,39
GHCND:USC00050756,20111008,167,-6,-6
GHCND:USC00050756,20111009,50,-11,-6
GHCND:USC00050756,20111010,117,-11,11
GHCND:USC00050756,20111011,156,11,89
GHCND:USC00050756,20111012,183,33,39
GHCND:USC00050756,20111013,178,22,39
GHCND:USC00050756,20111014,239,33,72
GHCND:USC00050756,20111015,189,39,100
GHCND:USC00050756,20111016,239,61,67
GHCND:USC00050756,20111017,172,22,111
GHCND:USC00050756,20111018,128,-17,-11
GHCND:USC00050756,20111019,100,-33,-22
GHCND:USC00050756,20111020,144,-22,61
GHCND:USC00050756,20111021,194,39,56
GHCND:USC00050756,20111022,211,39,50
GHCND:USC00050756,20111023,189,39,67
GHCND:USC00050756,20111024,200,44,83
GHCND:USC00050756,20111025,261,67,72
GHCND:USC00050756,20111026,206,-39,-39
GHCND:USC00050756,20111027,-17,-78,-67
GHCND:USC00050756,20111028,67,-100,-33
GHCND:USC00050756,20111029,106,-56,44
GHCND:USC00050756,20111030,194,-39,-28
GHCND:USC00050756,20111031,150,-33,44
GHCND:USC00050756,20111101,206,33,50
GHCND:USC00050756,20111102,161,-61,-61
GHCND:USC00050756,20111103,-11,-106,-61
GHCND:USC00050756,20111104,89,-61,78
GHCND:USC00050756,20111105,161,-6,6
GHCND:USC00050756,20111106,111,-56,-28
GHCND:USC00050756,20111107,106,-39,-39
GHCND:USC00050756,20111108,56,-44,-28
GHCND:USC00050756,20111109,50,-89,-72
GHCND:USC00050756,20111110,78,-72,-6
GHCND:USC00050756,20111111,161,-17,44
GHCND:USC00050756,20111112,144,28,56
GHCND:USC00050756,20111113,139,44,56
GHCND:USC00050756,20111114,144,6,6
GHCND:USC00050756,20111115,128,-6,6
GHCND:USC00050756,20111116,128,-78,-72
GHCND:USC00050756,20111117,50,-106,-39
GHCND:USC00050756,20111118,161,-39,50
GHCND:USC00050756,20111119,178,-50,-50
GHCND:USC00050756,20111120,156,-67,-61
GHCND:USC00050756,20111121,72,-67,28
GHCND:USC00050756,20111122,122,-6,17
GHCND:USC00050756,20111123,144,11,39
GHCND:USC00050756,20111124,167,17,94
GHCND:USC00050756,20111125,217,67,78
GHCND:USC00050756,20111126,111,-72,-72
GHCND:USC00050756,20111127,22,-89,-33
GHCND:USC00050756,20111128,156,-33,72
GHCND:USC00050756,20111129,183,-28,-17
GHCND:USC00050756,20111130,111,-28,61
GHCND:USC00050756,20111201,189,-39,-39
GHCND:USC00050756,20111202,-33,-106,-100
GHCND:USC00050756,20111203,28,-111,-67
GHCND:USC00050756,20111204,-61,-133,-100
GHCND:USC00050756,20111205,-39,-167,-161
GHCND:USC00050756,20111206,-83,-206,-161
GHCND:USC00050756,20111207,-6,-172,-17
GHCND:USC00050756,20111208,44,-83,-44
GHCND:USC00050756,20111209,17,-106,-67
GHCND:USC00050756,20111210,33,-83,-39
GHCND:USC00050756,20111211,72,-61,-17
GHCND:USC00050756,20111212,94,-39,-17
GHCND:USC00050756,20111213,50,-89,-44
GHCND:USC00050756,20111214,100,-44,-6
GHCND:USC00050756,20111215,83,-72,-67
GHCND:USC00050756,20111216,17,-78,-44
GHCND:USC00050756,20111217,50,-67,-61
GHCND:USC00050756,20111218,133,-61,61
GHCND:USC00050756,20111219,178,-28,-28
GHCND:USC00050756,20111220,-11,-94,-89
GHCND:USC00050756,20111221,22,-100,-44
GHCND:USC00050756,20111222,50,-89,-89
GHCND:USC00050756,20111223,-56,-150,-106
GHCND:USC00050756,20111224,67,-106,-50
GHCND:USC00050756,20111225,78,-72,-50
GHCND:USC00050756,20111226,61,-78,-17
GHCND:USC00050756,20111227,89,-78,-61
GHCND:USC00050756,20111228,117,-67,6
GHCND:USC00050756,20111229,117,-11,56
GHCND:USC00050756,20111230,128,11,28
GHCND:USC00050756,20111231,128,6,67
GHCND:USC00050756,20120101,83,-89,-72
GHCND:USC00050756,20120102,39,-94,-39
GHCND:USC00050756,20120103,100,-44,83
GHCND:USC00050756,20120104,128,-33,-17
GHCND:USC00050756,20120105,156,-33,56
GHCND:USC00050756,20120106,194,33,56
GHCND:USC00050756,20120107,89,-56,-56
GHCND:USC00050756,20120108,67,-106,-94
GHCND:USC00050756,20120109,33,-100,-39
GHCND:USC00050756,20120110,78,-50,17
GHCND:USC00050756,20120111,133,-39,-39
GHCND:USC00050756,20120112,-28,-172,-78
GHCND:USC00050756,20120113,39,-94,-44
GHCND:USC00050756,20120114,83,-44,17
GHCND:USC00050756,20120115,161,0,50
GHCND:USC00050756,20120116,139,6,6
GHCND:USC00050756,20120117,111,-106,-94
GHCND:USC00050756,20120118,-17,-122,-17
GHCND:USC00050756,20120119,94,-28,56
GHCND:USC00050756,20120120,178,50,61
GHCND:USC00050756,20120121,133,-44,-39
GHCND:USC00050756,20120122,167,-50,0
GHCND:USC00050756,20120123,67,-78,0
GHCND:USC00050756,20120124,106,-44,17
GHCND:USC00050756,20120125,28,-83,-72
GHCND:USC00050756,20120126,167,-72,0
GHCND:USC00050756,20120127,89,-17,-11
GHCND:USC00050756,20120128,0,-117,-106
GHCND:USC00050756,20120129,44,-117,6
GHCND:USC00050756,20120130,106,-6,28
GHCND:USC00050756,20120131,161,-28,-28
GHCND:USC00050756,20120201,83,-28,-11
GHCND:USC00050756,20120202,100,-50,-44
GHCND:USC00050756,20120203,44,-56,-56
GHCND:USC00050756,20120204,-39,-78,-78
GHCND:USC00050756,20120205,-11,-111,-111
GHCND:USC00050756,20120206,17,-111,-83
GHCND:USC00050756,20120207,0,-94,-94
GHCND:USC00050756,20120208,-39,-111,-94
GHCND:USC00050756,20120209,100,-111,-44
GHCND:USC00050756,20120210,56,-78,-67
GHCND:USC00050756,20120211,44,-106,-106
GHCND:USC00050756,20120212,-94,-128,-128
GHCND:USC00050756,20120213,56,-139,-33
GHCND:USC00050756,20120214,33,-78,-44
GHCND:USC00050756,20120215,100,-67,-67
GHCND:USC00050756,20120216,33,-67,-50
GHCND:USC00050756,20120217,106,-72,-56
GHCND:USC00050756,20120218,83,-78,-78
GHCND:USC00050756,20120219,44,-83,-11
GHCND:USC00050756,20120220,89,-89,-67
GHCND:USC00050756,20120221,17,-67,-33
GHCND:USC00050756,20120222,94,-33,50
GHCND:USC00050756,20120223,150,-56,-56
GHCND:USC00050756,20120224,-22,-122,-117
GHCND:USC00050756,20120225,22,-117,-89
GHCND:USC00050756,20120226,150,-94,-6
GHCND:USC00050756,20120227,50,-78,-78
GHCND:USC00050756,20120228,56,-78,-56
GHCND:USC00050756,20120229,89,-56,-17
GHCND:USC00050756,20120301,122,-22,0
GHCND:USC00050756,20120302,106,-111,-100
GHCND:USC00050756,20120303,-11,-122,-94
GHCND:USC00050756,20120304,56,-100,-6
GHCND:USC00050756,20120305,144,-6,78
GHCND:USC00050756,20120306,183,44,56
GHCND:USC00050756,20120307,200,-22,-22
GHCND:USC00050756,20120308,83,-67,-67
GHCND:USC00050756,20120309,78,-72,-22
GHCND:USC00050756,20120310,117,-50,0
GHCND:USC00050756,20120311,133,0,6
GHCND:USC00050756,20120312,139,0,56
GHCND:USC00050756,20120313,206,44,78
GHCND:USC00050756,20120314,222,50,56
GHCND:USC00050756,20120315,211,56,61
GHCND:USC00050756,20120316,189,44,89
GHCND:USC00050756,20120317,239,78,78
GHCND:USC00050756,20120318,206,39,44
GHCND:USC00050756,20120319,161,-33,-28
GHCND:USC00050756,20120320,106,-50,-50
GHCND:USC00050756,20120321,67,-56,-22
GHCND:USC00050756,20120322,122,-39,39
GHCND:USC00050756,20120323,161,6,28
GHCND:USC00050756,20120324,228,22,83
GHCND:USC00050756,20120325,206,67,78
GHCND:USC00050756,20120326,228,72,83
GHCND:USC00050756,20120327,239,78,78
GHCND:USC00050756,20120328,194,22,44
GHCND:USC00050756,20120329,244,33,89
GHCND:USC00050756,20120330,217,28,50
GHCND:USC00050756,20120331,217,33,100
GHCND:USC00050756,20120401,233,89,139
GHCND:USC00050756,20120402,278,44,44
GHCND:USC00050756,20120403,56,-28,-28
GHCND:USC00050756,20120404,6,-28,-6
GHCND:USC00050756,20120405,139,-11,61
GHCND:USC00050756,20120406,178,33,50
GHCND:USC00050756,20120407,217,17,17
GHCND:USC00050756,20120408,122,-11,44
GHCND:USC00050756,20120409,122,-11,44
GHCND:USC00050756,20120410,228,44,56
GHCND:USC00050756,20120411,200,56,83
GHCND:USC00050756,20120412,167,44,61
GHCND:USC00050756,20120413,194,11,28
GHCND:USC00050756,20120414,167,11,11
GHCND:USC00050756,20120415,161,-11,-6
GHCND:USC00050756,20120416,50,-22,-6
GHCND:USC00050756,20120417,139,-6,17
GHCND:USC00050756,20120418,189,11,33
GHCND:USC00050756,20120419,183,28,28
GHCND:USC00050756,20120420,156,17,17
GHCND:USC00050756,20120421,172,17,72
GHCND:USC00050756,20120422,228,33,39
GHCND:USC00050756,20120423,206,39,100
GHCND:USC00050756,20120424,267,89,139
GHCND:USC00050756,20120425,267,111,122
GHCND:USC00050756,20120426,250,94,100
GHCND:USC00050756,20120427,233,78,78
GHCND:USC00050756,20120428,206,-6,6
GHCND:USC00050756,20120429,111,-11,0
GHCND:USC00050756,20120430,178,0,28
GHCND:USC00050756,20120501,239,28,128
GHCND:USC00050756,20120502,244,61,72
GHCND:USC00050756,20120503,222,61,72
GHCND:USC00050756,20120504,228,72,156
GHCND:USC00050756,20120505,306,139,144
GHCND:USC00050756,20120506,300,44,44
GHCND:USC00050756,20120507,167,6,11
GHCND:USC00050756,20120508,50,0,6
GHCND:USC00050756,20120509,161,6,44
GHCND:USC00050756,20120510,239,44,117
GHCND:USC00050756,20120511,261,39,39
GHCND:USC00050756,20120512,83,0,22
GHCND:USC00050756,20120513,133,22,28
GHCND:USC00050756,20120514,100,22,33
GHCND:USC00050756,20120515,206,28,89
GHCND:USC00050756,20120516,250,83,100
GHCND:USC00050756,20120517,256,100,133
GHCND:USC00050756,20120518,239,111,122
GHCND:USC00050756,20120519,278,78,78
GHCND:USC00050756,20120520,111,33,50
GHCND:USC00050756,20120521,200,50,72
GHCND:USC00050756,20120522,272,72,117
GHCND:USC00050756,20120523,322,111,117
GHCND:USC00050756,20120524,217,39,56
GHCND:USC00050756,20120525,222,56,67
GHCND:USC00050756,20120526,189,56,100
GHCND:USC00050756,20120527,289,72,106
GHCND:USC00050756,20120528,239,61,78
GHCND:USC00050756,20120529,250,50,61
GHCND:USC00050756,20120530,228,61,72
GHCND:USC00050756,20120531,272,39,44
GHCND:USC00050756,20120601,239,44,61
GHCND:USC00050756,20120602,283,61,117
GHCND:USC00050756,20120603,272,117,139
GHCND:USC00050756,20120604,278,111,133
GHCND:USC00050756,20120605,289,106,117
GHCND:USC00050756,20120606,239,89,94
GHCND:USC00050756,20120607,294,94,128
GHCND:USC00050756,20120608,272,122,122
GHCND:USC00050756,20120609,311,122,183
GHCND:USC00050756,20120610,356,78,83
GHCND:USC00050756,20120611,228,56,56
GHCND:USC00050756,20120612,228,56,117
GHCND:USC00050756,20120613,272,83,128
GHCND:USC00050756,20120614,306,128,156
GHCND:USC00050756,20120615,283,111,117
GHCND:USC00050756,20120616,244,111,111
GHCND:USC00050756,20120617,228,111,144
GHCND:USC00050756,20120618,356,144,217
GHCND:USC00050756,20120619,356,200,217
GHCND:USC00050756,20120620,356,128,128
GHCND:USC00050756,20120621,228,100,100
GHCND:USC00050756,20120622,239,100,117
GHCND:USC00050756,20120623,339,117,211
GHCND:USC00050756,20120624,367,189,217
GHCND:USC00050756,20120625,372,183,183
GHCND:USC00050756,20120626,356,183,222
GHCND:USC00050756,20120627,361,183,222
GHCND:USC00050756,20120628,339,183,194
GHCND:USC00050756,20120629,333,156,161
GHCND:USC00050756,20120630,344,150,156
GHCND:USC00050756,20120701,350,122,139
GHCND:USC00050756,20120702,350,139,200
GHCND:USC00050756,20120703,339,139,178
GHCND:USC00050756,20120704,344,139,172
GHCND:USC00050756,20120705,328,172,178
GHCND:USC00050756,20120706,322,156,156
GHCND:USC00050756,20120707,278,133,133
GHCND:USC00050756,20120708,256,122,122
GHCND:USC00050756,20120709,244,122,133
GHCND:USC00050756,20120710,222,122,122
GHCND:USC00050756,20120711,256,111,122
GHCND:USC00050756,20120712,278,117,133
GHCND:USC00050756,20120713,306,133,161
GHCND:USC00050756,20120714,322,156,167
GHCND:USC00050756,20120715,311,167,183
GHCND:USC00050756,20120716,328,150,150
GHCND:USC00050756,20120717,300,144,167
GHCND:USC00050756,20120718,283,133,167
GHCND:USC00050756,20120719,328,161,172
GHCND:USC00050756,20120720,317,167,178
GHCND:USC00050756,20120721,317,161,167
GHCND:USC00050756,20120722,333,156,178
GHCND:USC00050756,20120723,339,156,161
GHCND:USC00050756,20120724,339,161,172
GHCND:USC00050756,20120725,344,161,167
GHCND:USC00050756,20120726,289,128,133
GHCND:USC00050756,20120727,328,133,150
GHCND:USC00050756,20120728,300,144,172
GHCND:USC00050756,20120729,311,144,172
GHCND:USC00050756,20120730,317,122,133
GHCND:USC00050756,20120731,317,128,139
GHCND:USC00050756,20120801,328,133,206
GHCND:USC00050756,20120802,339,150,161
GHCND:USC00050756,20120803,283,122,156
GHCND:USC00050756,20120804,333,111,111
GHCND:USC00050756,20120805,239,106,106
GHCND:USC00050756,20120806,278,106,189
GHCND:USC00050756,20120807,328,183,194
GHCND:USC00050756,20120808,311,117,144
GHCND:USC00050756,20120809,328,139,144
GHCND:USC00050756,20120810,306,128,133
GHCND:USC00050756,20120811,283,122,189
GHCND:USC00050756,20120812,339,106,106
GHCND:USC00050756,20120813,306,100,133
GHCND:USC00050756,20120814,228,122,133
GHCND:USC00050756,20120815,317,128,167
GHCND:USC00050756,20120816,311,78,83
GHCND:USC00050756,20120817,222,72,72
GHCND:USC00050756,20120818,317,72,83
GHCND:USC00050756,20120819,256,83,83
GHCND:USC00050756,20120820,261,83,100
GHCND:USC00050756,20120821,250,94,128
GHCND:USC00050756,20120822,311,122,128
GHCND:USC00050756,20120823,322,128,150
GHCND:USC00050756,20120824,272,128,139
GHCND:USC00050756,20120825,278,117,172
GHCND:USC00050756,20120826,289,128,128
GHCND:USC00050756,20120827,322,128,150
GHCND:USC00050756,20120828,317,144,161
GHCND:USC00050756,20120829,328,150,161
GHCND:USC00050756,20120830,322,128,156
GHCND:USC00050756,20120831,306,117,133
GHCND:USC00050756,20120901,283,117,128
GHCND:USC00050756,20120902,322,122,156
GHCND:USC00050756,20120903,317,156,156
GHCND:USC00050756,20120904,289,122,128
GHCND:USC00050756,20120905,311,117,117
GHCND:USC00050756,20120906,256,106,128
GHCND:USC00050756,20120907,306,106,106
GHCND:USC00050756,20120908,211,72,72
GHCND:USC00050756,20120909,267,67,94
GHCND:USC00050756,20120910,261,89,150
GHCND:USC00050756,20120911,311,133,194
GHCND:USC00050756,20120912,289,106,106
GHCND:USC00050756,20120913,111,67,72
GHCND:USC00050756,20120914,183,50,67
GHCND:USC00050756,20120915,233,56,83
GHCND:USC00050756,20120916,272,72,128
GHCND:USC00050756,20120917,278,67,67
GHCND:USC00050756,20120918,194,39,72
GHCND:USC00050756,20120919,250,67,117
GHCND:USC00050756,20120920,244,78,83
GHCND:USC00050756,20120921,250,78,133
GHCND:USC00050756,20120922,244,83,83
GHCND:USC00050756,20120923,222,50,50
GHCND:USC00050756,20120924,300,44,150
GHCND:USC00050756,20120925,239,83,83
GHCND:USC00050756,20120926,200,50,50
GHCND:USC00050756,20120927,178,44,61
GHCND:USC00050756,20120928,161,44,50
GHCND:USC00050756,20120929,211,50,72
GHCND:USC00050756,20120930,228,72,89
GHCND:USC00050756,20121001,200,78,94
GHCND:USC00050756,20121002,172,39,72
GHCND:USC00050756,20121003,256,72,122
GHCND:USC00050756,20121004,278,-33,-33
GHCND:USC00050756,20121005,100,-39,0
GHCND:USC00050756,20121006,50,-39,-22
GHCND:USC00050756,20121007,39,-39,-33
GHCND:USC00050756,20121008,122,-44,39
GHCND:USC00050756,20121009,200,33,67
GHCND:USC00050756,20121010,167,11,11
GHCND:USC00050756,20121011,172,11,106
GHCND:USC00050756,20121012,244,0,0
GHCND:USC00050756,20121013,167,-6,56
GHCND:USC00050756,20121014,117,22,28
GHCND:USC00050756,20121015,172,28,44
GHCND:USC00050756,20121016,250,44,94
GHCND:USC00050756,20121017,256,0,28
GHCND:USC00050756,20121018,144,-33,-17
GHCND:USC00050756,20121019,156,-39,28
GHCND:USC00050756,20121020,217,28,100
GHCND:USC00050756,20121021,228,89,122
GHCND:USC00050756,20121022,233,33,39
GHCND:USC00050756,20121023,200,28,94
GHCND:USC00050756,20121024,250,22,22
GHCND:USC00050756,20121025,139,-50,-50
GHCND:USC00050756,20121026,0,-56,-50
GHCND:USC00050756,20121027,50,-67,-39
GHCND:USC00050756,20121028,100,-50,-17
GHCND:USC00050756,20121029,133,-33,72
GHCND:USC00050756,20121030,200,50,61
GHCND:USC00050756,20121031,194,44,61
GHCND:USC00050756,20121101,211,39,50
GHCND:USC00050756,20121102,233,44,100
GHCND:USC00050756,20121103,139,-11,0
GHCND:USC00050756,20121104,139,-6,50
GHCND:USC00050756,20121105,172,-17,-6
GHCND:USC00050756,20121106,178,-17,67
GHCND:USC00050756,20121107,183,39,72
GHCND:USC00050756,20121108,211,56,72
GHCND:USC00050756,20121109,194,17,67
GHCND:USC00050756,20121110,200,56,56
GHCND:USC00050756,20121111,111,-100,-72
GHCND:USC00050756,20121112,17,-94,-89
GHCND:USC00050756,20121113,83,-94,17
GHCND:USC00050756,20121114,106,-50,-39
GHCND:USC00050756,20121115,122,-50,-28
GHCND:USC00050756,20121116,94,-44,-39
GHCND:USC00050756,20121117,139,-39,61
GHCND:USC00050756,20121118,172,11,61
GHCND:USC00050756,20121119,172,17,33
GHCND:USC00050756,20121120,161,6,39
GHCND:USC00050756,20121121,167,33,78
GHCND:USC00050756,20121122,228,50,72
GHCND:USC00050756,20121123,178,-56,-50
GHCND:USC00050756,20121124,89,-61,78
GHCND:USC00050756,20121125,211,11,17
GHCND:USC00050756,20121126,150,-50,-50
GHCND:USC00050756,20121127,33,-89,22
GHCND:USC00050756,20121128,122,-11,11
GHCND:USC00050756,20121129,150,-6,61
GHCND:USC00050756,20121130,172,28,50
GHCND:USC00050756,20121201,161,39,56
GHCND:USC00050756,20121202,183,33,33
GHCND:USC00050756,20121203,167,22,78
GHCND:USC00050756,20121204,111,-44,-33
GHCND:USC00050756,20121205,111,-33,83
GHCND:USC00050756,20121206,200,50,67
GHCND:USC00050756,20121207,83,-72,11
GHCND:USC00050756,20121208,111,-61,-61
GHCND:USC00050756,20121209,111,-111,-111
GHCND:USC00050756,20121210,-100,-178,-128
GHCND:USC00050756,20121211,22,-133,-111
GHCND:USC00050756,20121212,28,-122,11
GHCND:USC00050756,20121213,117,-6,17
GHCND:USC00050756,20121214,117,-39,0
GHCND:USC00050756,20121215,72,-22,6
GHCND:USC00050756,20121216,56,-50,-50
GHCND:USC00050756,20121217,61,-61,-17
GHCND:USC00050756,20121218,83,-44,-22
GHCND:USC00050756,20121219,78,-89,-89
GHCND:USC00050756,20121220,-67,-156,-100
GHCND:USC00050756,20121221,89,-106,0
GHCND:USC00050756,20121222,89,-11,11
GHCND:USC00050756,20121223,133,-50,22
GHCND:USC00050756,20121224,94,-56,-56
GHCND:USC00050756,20121225,94,-139,-139
GHCND:USC00050756,20121226,-28,-167,-139
GHCND:USC00050756,20121227,17,-172,-83
GHCND:USC00050756,20121228,33,-122,-122
GHCND:USC00050756,20121229,-22,-144,-111
GHCND:USC00050756,20121230,33,-111,-6
GHCND:USC00050756,20121231,56,-100,-89
GHCND:USC00050756,20130101,-39,-133,-117
GHCND:USC00050756,20130102,-11,-133,-117
GHCND:USC00050756,20130103,-17,-144,-122
GHCND:USC00050756,20130104,17,-122,-78
GHCND:USC00050756,20130105,72,-83,-28
GHCND:USC00050756,20130106,56,-89,-33
GHCND:USC00050756,20130107,72,-39,33
GHCND:USC00050756,20130108,111,-39,33
GHCND:USC00050756,20130109,133,-56,-39
GHCND:USC00050756,20130110,89,-72,-50
GHCND:USC00050756,20130111,67,-56,-33
GHCND:USC00050756,20130112,11,-156,-150
GHCND:USC00050756,20130113,-44,-189,-178
GHCND:USC00050756,20130114,-78,-183,-156
GHCND:USC00050756,20130115,-89,-194,-172
GHCND:USC00050756,20130116,-6,-178,-44
GHCND:USC00050756,20130117,89,-56,-44
GHCND:USC00050756,20130118,83,-50,-6
GHCND:USC00050756,20130119,150,-11,22
GHCND:USC00050756,20130120,139,-6,17
GHCND:USC00050756,20130121,78,-94,-6
GHCND:USC00050756,20130122,128,-44,56
GHCND:USC00050756,20130123,178,28,61
GHCND:USC00050756,20130124,217,6,78
GHCND:USC00050756,20130125,189,-11,-6
GHCND:USC00050756,20130126,83,-28,28
GHCND:USC00050756,20130127,117,-11,61
GHCND:USC00050756,20130128,167,-17,-11
GHCND:USC00050756,20130129,139,-89,-89
GHCND:USC00050756,20130130,-39,-144,-139
GHCND:USC00050756,20130131,17,-161,-33
GHCND:USC00050756,20130201,61,-56,-17
GHCND:USC00050756,20130202,89,-67,-61
GHCND:USC00050756,20130203,122,-61,-33
GHCND:USC00050756,20130204,128,-61,-61
GHCND:USC00050756,20130205,100,-61,-17
GHCND:USC00050756,20130206,106,-17,39
GHCND:USC00050756,20130207,139,-67,-61
GHCND:USC00050756,20130208,67,-72,-61
GHCND:USC00050756,20130209,89,-61,-39
GHCND:USC00050756,20130210,50,-94,-72
GHCND:USC00050756,20130211,-17,-111,-111
GHCND:USC00050756,20130212,-67,-122,-117
GHCND:USC00050756,20130213,28,-122,-50
